term_key,preferred_display,lemma_normalized,labels,is_multiword,head_lemma_normalized,variant_place_lemma_normalized,source_count,entry_count,occurrence_count,text_sources,author_groups,result_runs,confidence_avg,status
ξιφιον,ξιφίον,ξιφιον,SUBSTANCE:7,false,,,5,7,7,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.789,draft
ξιφιου η ριζα,ξιφίου ἡ ῥίζα,ξιφιου η ριζα,SUBSTANCE_PART:3,true,,,3,3,3,AET_LM;GAL_SMT;PAUL_AEG,Aetius;Galen;Paul,entries_full_v3;paul_full_v3,0.897,draft
ξιφιου ριζα,Ξιφίου ῥίζα,ξιφιου ριζα,SUBSTANCE_PART:1,true,,,1,1,1,ORIB_CM,Oribasius,entries_full_v3,0.920,draft
ξλοιος,ξλοιὸς,ξλοιος,SUBSTANCE_PART:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.700,draft
ξυλαλοη,ξυλάλοη,ξυλαλοη,SUBSTANCE:1,false,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.820,draft
ξυλαρια ασπαλαθου,ξυλάρια ἀσπαλάθου,ξυλαρια ασπαλαθου,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.800,draft
ξυλοβαλσαμον,ξυλοβάλσαμον,ξυλοβαλσαμον,SUBSTANCE:12,false,,,2,12,12,AET_LM;DIOSC_DMM,Aetius;Dioscorides,diosc_full_v3;entries_full_v3,0.832,draft
ξυλοκαρυοφυλλον,ξυλοκαρυόφυλλον,ξυλοκαρυοφυλλον,SUBSTANCE:1,false,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.850,draft
ξυλοκασια,ξυλοκασία,ξυλοκασια,SUBSTANCE:3,false,,,1,3,3,AET_LM,Aetius,entries_full_v3,0.850,draft
ξυλοκιναμωμον,ξυλοκινάμωμον,ξυλοκιναμωμον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.920,draft
ξυλοκολλα,ξυλόκολλα,ξυλοκολλα,SUBSTANCE:2,false,,,2,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.820,draft
ξυλολωτον,ξυλόλωτον,ξυλολωτον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
ξυλον,ξύλον,ξυλον,SUBSTANCE:22;SUBSTANCE_PART:4,false,,,5,26,26,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.740,draft
ξυλον αραβικον,ξύλον ἀραβικόν,ξυλον αραβικον,SUBSTANCE:1,true,ξυλον,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.600,draft
ξυλον δρυϊνον,ξύλον δρυΐνον,ξυλον δρυϊνον,SUBSTANCE:1,true,ξυλον,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.780,draft
ξυλοπεταλον,ξυλοπέταλον,ξυλοπεταλον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
ξυλου,ξύλου,ξυλου,SUBSTANCE_PART:3,false,,,2,3,3,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.817,draft
ξυλωδες κιναμωμον,ξυλῶδες κινάμωμον,ξυλωδες κιναμωμον,SUBSTANCE:1,true,κιναμωμον,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.860,draft
ξυλων,ξύλων,ξυλων,SUBSTANCE_PART:3,false,,,1,3,3,DIOSC_DMM,Dioscorides,diosc_full_v3,0.713,draft
ξυλων αυτου,ξύλων αὐτοῦ,ξυλων αυτου,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.760,draft
ξυρις,ξυρίς,ξυρις,SUBSTANCE:3,false,,,3,3,3,DIOSC_DMM;GAL_SMT;PAUL_AEG,Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.933,draft
ξυσμα,ξύσμα,ξυσμα,SUBSTANCE:1;SUBSTANCE_PART:1,false,,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.735,draft
ο δε καρπος,ὁ δὲ καρπὸς,ο δε καρπος,SUBSTANCE_PART:1,false,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.860,draft
ο δε της ραχεως,ὁ δὲ τῆς ῥάχεως,ο δε της ραχεως,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.900,draft
ο δε φλοιος,ὁ δὲ φλοιὸς,ο δε φλοιος,SUBSTANCE_PART:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.850,draft
ο δε φλοιος της ριζης,ὁ δὲ φλοιὸς τῆς ῥίζης,ο δε φλοιος της ριζης,SUBSTANCE_PART:2,true,,,2,2,2,DIOSC_DMM;GAL_SMT,Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.825,draft
ο δε φλοιος της ριζης του δενδρου,ὁ δὲ φλοιὸς τῆς ῥίζης τοῦ δένδρου,ο δε φλοιος της ριζης του δενδρου,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.750,draft
ο καρπος,ὁ καρπὸς,ο καρπος,SUBSTANCE_PART:14,true,,,4,14,14,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.866,draft
ο καρπος (μαλαχης),ὁ καρπὸς (Μαλάχης),ο καρπος (μαλαχης),SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.880,draft
ο καρπος αυτης,ὁ καρπὸς αὐτῆς,ο καρπος αυτης,SUBSTANCE_PART:6,true,,,3,6,6,DIOSC_DMM;GAL_SMT;PAUL_AEG,Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.878,draft
ο καρπος αυτου,ὁ καρπὸς αὐτοῦ,ο καρπος αυτου,SUBSTANCE_PART:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.820,draft
ο καρπος δε της ολοσχοινου,ὁ καρπὸς δὲ τῆς ὁλοσχοίνου,ο καρπος δε της ολοσχοινου,SUBSTANCE_PART:1,false,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.850,draft
ο καρπος εστι της θυμελαιας,ὁ καρπός ἐστι τῆς θυμελαίας,ο καρπος εστι της θυμελαιας,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.880,draft
ο καρπος πιστακιων,ὁ καρπὸς Πιστακίων,ο καρπος πιστακιων,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.820,draft
ο καρπος της δρυος,ὁ καρπὸς τῆς δρυός,ο καρπος της δρυος,SUBSTANCE_PART:1,false,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.900,draft
ο καρπος της κρανιας,ὁ καρπὸς τῆς κρανίας,ο καρπος της κρανιας,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.900,draft
ο καρπος της ολοσχοινου,ὁ καρπὸς τῆς ὁλοσχοίνου,ο καρπος της ολοσχοινου,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.850,draft
ο καρπος των πιτυων,ὁ καρπὸς τῶν πιτύων,ο καρπος των πιτυων,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.700,draft
ο καυλος,ὁ καυλὸς,ο καυλος,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.880,draft
ο κοκκος αυτου του κικους,ὁ κόκκος αὐτοῦ τοῦ κίκους,ο κοκκος αυτου του κικους,SUBSTANCE_PART:1,true,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.780,draft
ο μεν απο των κωλων,ὁ μὲν ἀπὸ τῶν κώλων,ο μεν απο των κωλων,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.900,draft
ο μεταξυ της σαρκος και του λεπους φλοιος,ὁ μεταξὺ τῆς σαρκὸς καὶ τοῦ λέπους φλοιός,ο μεταξυ της σαρκος και του λεπους φλοιος,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.700,draft
ο οπος,ὁ ὀπός,ο οπος,SUBSTANCE_PART:1,false,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.920,draft
ο οπος αυτης,ὁ ὀπὸς αὐτῆς,ο οπος αυτης,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.860,draft
ο περικειμενος φλοιος,ὁ περικείμενος φλοιὸς,ο περικειμενος φλοιος,SUBSTANCE_PART:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
ο της ριζης φλοιος,ὁ τῆς ῥίζης φλοιός,ο της ριζης φλοιος,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.780,draft
ο της ρου καρπος,ὁ τῆς ῥοῦ καρπός,ο της ρου καρπος,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.750,draft
ο φλοιος,ὁ φλοιὸς,ο φλοιος,SUBSTANCE_PART:2,true,,,1,2,2,PAUL_AEG,Paul,paul_full_v3,0.850,draft
ο φλοιος αυτης,ὁ φλοιὸς αὐτῆς,ο φλοιος αυτης,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.920,draft
ο φλοιος αυτου,ὁ φλοιὸς αὐτοῦ,ο φλοιος αυτου,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.740,draft
ο φλοιος της ριζης,ὁ φλοιὸς τῆς ῥίζης,ο φλοιος της ριζης,SUBSTANCE_PART:4,true,,,3,4,4,AET_LM;DIOSC_DMM;PAUL_AEG,Aetius;Dioscorides;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.858,draft
ο χυλος,ὁ χυλὸς,ο χυλος,SUBSTANCE_PART:3,false,,,1,3,3,PAUL_AEG,Paul,paul_full_v3,0.860,draft
οα,ὄα,οα,SUBSTANCE:2,false,,,2,2,2,GAL_SMT;PAUL_AEG,Galen;Paul,entries_full_v3;paul_full_v3,0.810,draft
οδοντων,ὀδόντων,οδοντων,SUBSTANCE_PART:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.870,draft
οη,ὄη,οη,SUBSTANCE:3,false,,,3,3,3,GAL_SMT;ORIB_CM;PAUL_AEG,Galen;Oribasius;Paul,entries_full_v3;paul_full_v3,0.827,draft
οθνια,ὀθνία,οθνια,SUBSTANCE:1,false,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.550,draft
οθοννα,ὀθόννα,οθοννα,SUBSTANCE:3,false,,,2,3,3,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.807,draft
οι ακρεμονες,οἱ ἀκρεμόνες,οι ακρεμονες,SUBSTANCE_PART:2,true,,,2,2,2,AET_LM;PAUL_AEG,Aetius;Paul,entries_full_v3;paul_full_v3,0.805,draft
οι δε κλωνες,οἱ δὲ κλῶνες,οι δε κλωνες,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.900,draft
οι μηροι του βοος,οἱ μηροὶ τοῦ βοὸς,οι μηροι του βοος,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.850,draft
οινανθη,οἰνάνθη,οινανθη,SUBSTANCE:4,false,,,2,4,4,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.890,draft
οινανθην,οἰνάνθην,οινανθην,SUBSTANCE_PART:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.700,draft
οινανθην αμπελου,οἰνάνθην ἀμπέλου,οινανθην αμπελου,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.900,draft
οινοκηκις,οἰνοκηκίς,οινοκηκις,SUBSTANCE:1,false,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.700,draft
οινομελι,οἰνόμελι,οινομελι,SUBSTANCE:3,false,,,2,3,3,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.807,draft
οινος,οἶνος,οινος,SUBSTANCE:504,true,οινος,,6,503,504,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.881,draft
οινος ακρατος,οἶνος ἄκρατος,οινος ακρατος,SUBSTANCE:3,true,οινος,,1,3,3,AET_LM,Aetius,entries_full_v3,0.767,draft
οινος αμινναιος,οἶνος Ἀμινναῖος,οινος αμινναιος,SUBSTANCE:1,true,οινος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.550,draft
οινος αρωματιτης,οἶνος ἀρωματίτης,οινος αρωματιτης,SUBSTANCE:1,true,οινος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
οινος αυστηρος,οἶνος αὐστηρός,οινος αυστηρος,SUBSTANCE:17,true,οινος,,4,17,17,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.827,draft
οινος αυστηρος οξυβαφος,οἶνος αὐστηρὸς ὀξυβάφος,οινος αυστηρος οξυβαφος,SUBSTANCE:1,true,οινος,,1,1,1,AET_LM,Aetius,entries_full_v3,0.760,draft
οινος αυστηρος παλαιος,οἶνος αὐστηρός παλαιός,οινος αυστηρος παλαιος,SUBSTANCE:1,true,οινος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.840,draft
οινος γλυκυς,οἶνος γλυκύς,οινος γλυκυς,SUBSTANCE:10,true,οινος,,4,10,10,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT,Aetius;Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.820,draft
οινος ευωδης,οἶνος εὐώδης,οινος ευωδης,SUBSTANCE:7,true,οινος,,3,7,7,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.810,draft
οινος ευωδης στερεος,οἶνος εὐώδης στερεός,οινος ευωδης στερεος,SUBSTANCE:1,true,οινος,,1,1,1,AET_LM,Aetius,entries_full_v3,0.800,draft
οινος θερμος ακρατος,οἶνος θερμός ἄκρατος,οινος θερμος ακρατος,SUBSTANCE:1,true,οινος,,1,1,1,AET_LM,Aetius,entries_full_v3,0.880,draft
οινος καθαρτικος,οἶνος καθαρτικός,οινος καθαρτικος,SUBSTANCE:1,true,οινος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
οινος καλαμινθιτης,οἶνος καλαμινθίτης,οινος καλαμινθιτης,SUBSTANCE:1,true,οινος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.900,draft
οινος κεκραμενος,οἶνος κεκραμένος,οινος κεκραμενος,SUBSTANCE:2,true,οινος,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.880,draft
οινος κιρρος,οἶνος κιρρός,οινος κιρρος,SUBSTANCE:1,true,οινος,,1,1,1,AET_LM,Aetius,entries_full_v3,0.800,draft
οινος κονυζιτης,οἶνος κονυζίτης,οινος κονυζιτης,SUBSTANCE:1,true,οινος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.900,draft
οινος λεπτος,οἶνος λεπτός,οινος λεπτος,SUBSTANCE:5,true,οινος,,3,5,5,AET_LM;GAL_SMT;PAUL_AEG,Aetius;Galen;Paul,entries_full_v3;paul_full_v3,0.806,draft
οινος λεσβιος,οἶνος Λέσβιος,οινος λεσβιος,SUBSTANCE:1,true,οινος,λεσβος,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.840,draft
οινος λευκος,οἶνος λευκός,οινος λευκος,SUBSTANCE:15,true,οινος,,4,15,15,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.847,draft
οινος λευκος και λεπτος,οἶνος λευκός καὶ λεπτός,οινος λευκος και λεπτος,SUBSTANCE:2,true,οινος,,2,2,2,AET_LM;ORIB_CM,Aetius;Oribasius,entries_full_v3,0.825,draft
οινος λευκος παλαιος,οἶνος λευκός παλαιός,οινος λευκος παλαιος,SUBSTANCE:1,true,οινος,,1,1,1,AET_LM,Aetius,entries_full_v3,0.900,draft
οινος μελας,οἶνος μέλας,οινος μελας,SUBSTANCE:1,true,οινος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
οινος μελας αυστηρος,οἶνος μέλας αὐστηρός,οινος μελας αυστηρος,SUBSTANCE:6,true,οινος,,3,6,6,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.830,draft
οινος οριγανιτης,οἶνος ὀριγανίτης,οινος οριγανιτης,SUBSTANCE:1,true,οινος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.880,draft
οινος παλαιος,οἶνος παλαιός,οινος παλαιος,SUBSTANCE:9,true,οινος,,3,9,9,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.822,draft
οινος παλαιος γλυκυς,οἶνος παλαιός γλυκύς,οινος παλαιος γλυκυς,SUBSTANCE:1,true,οινος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
οινος παλαιος ευωδης,οἶνος παλαιὸς εὐώδης,οινος παλαιος ευωδης,SUBSTANCE:4,true,οινος,,2,4,4,AET_LM;DIOSC_DMM,Aetius;Dioscorides,diosc_full_v3;entries_full_v3,0.807,draft
οινος παλαιος ιταλικος,οἶνος παλαιὸς Ἰταλικός,οινος παλαιος ιταλικος,SUBSTANCE:1,true,οινος,ιταλια,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
οινος τεθαλασσωμενος,οἶνος τεθαλασσωμένος,οινος τεθαλασσωμενος,SUBSTANCE:1,true,οινος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.550,draft
οινος φοινικιτης,οἶνος φοινικίτης,οινος φοινικιτης,SUBSTANCE:1,true,οινος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.720,draft
οινος χιος,οἶνος Χῖος,οινος χιος,SUBSTANCE:3,true,οινος,χιος,1,3,3,DIOSC_DMM,Dioscorides,diosc_full_v3,0.827,draft
οινος χιος αθαλασσιος,οἶνος Χῖος ἀθαλάσσιος,οινος χιος αθαλασσιος,SUBSTANCE:1,true,οινος,χιος,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.780,draft
οινωδης,οἰνώδης,οινωδης,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.680,draft
οισυπηρων εριων λιπος,οἰσυπηρῶν ἐρίων λίπος,οισυπηρων εριων λιπος,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
οισυπον,οἴσυπον,οισυπον,SUBSTANCE:1,false,,,1,1,1,ORIB_CM,Oribasius,entries_full_v3,0.850,draft
οισυπος,οἴσυπος,οισυπος,SUBSTANCE:6,false,,,3,6,6,DIOSC_DMM;GAL_SMT;PAUL_AEG,Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.908,draft
ολεσαθρον,ὀλέσαθρον,ολεσαθρον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
ολκος,ὁλκός,ολκος,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.600,draft
ολοκυρον,ὁλόκυρον,ολοκυρον,SUBSTANCE:1,false,,ποντος,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
ολον θαμνιον,ὅλον θαμνίον,ολον θαμνιον,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.850,draft
ολον το φυτον,ὅλον τὸ φυτόν,ολον το φυτον,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.700,draft
ολοστεον,ὁλόστεον,ολοστεον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.950,draft
ολοστιον,ὀλόστιον,ολοστιον,SUBSTANCE:3,false,,,3,3,3,GAL_SMT;ORIB_CM;PAUL_AEG,Galen;Oribasius;Paul,entries_full_v3;paul_full_v3,0.870,draft
ολοσχοινος,ὁλόσχοινος,ολοσχοινος,SUBSTANCE:7,false,,,5,7,7,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.791,draft
ολυνθος,ὄλυνθος,ολυνθος,SUBSTANCE:10,false,,,4,10,10,DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.759,draft
ολυνθος λειος,ὄλυνθος λεῖος,ολυνθος λειος,SUBSTANCE:1,true,ολυνθος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.620,draft
ολυρα,ὀλύρα,ολυρα,SUBSTANCE:2,false,,,2,2,2,DIOSC_DMM;GAL_SMT,Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.900,draft
ομβριον υδωρ,ὄμβριον ὕδωρ,ομβριον υδωρ,SUBSTANCE:4,true,υδωρ,,2,4,4,AET_LM;DIOSC_DMM,Aetius;Dioscorides,diosc_full_v3;entries_full_v3,0.840,draft
ομβριος,ὄμβριος,ομβριος,SUBSTANCE:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.720,draft
ομβριος υδωρ,ὄμβριος ὕδωρ,ομβριος υδωρ,SUBSTANCE:1,true,υδωρ,,1,1,1,AET_LM,Aetius,entries_full_v3,0.800,draft
ομφακινον,ὀμφάκινον,ομφακινον,SUBSTANCE:3,false,,,3,3,3,AET_LM;GAL_SMT;ORIB_CM,Aetius;Galen;Oribasius,entries_full_v3,0.820,draft
ομφακινον ελαιον,ὀμφακῖνον ἔλαιον,ομφακινον ελαιον,SUBSTANCE:8,true,ελαιον,,2,8,8,AET_LM;DIOSC_DMM,Aetius;Dioscorides,diosc_full_v3;entries_full_v3,0.843,draft
ομφακινος,ὀμφακῖνος,ομφακινος,SUBSTANCE:1,false,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.550,draft
ομφακιον,ὀμφάκιον,ομφακιον,SUBSTANCE:6,false,,,3,6,6,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.815,draft
ομφακιτης,ὀμφακίτης,ομφακιτης,SUBSTANCE:1,false,,λεσβος,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.900,draft
ομφακιτις,ὀμφακῖτις,ομφακιτις,SUBSTANCE:2,false,,,2,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.850,draft
ομφακοκαρπον,ὀμφακόκαρπον,ομφακοκαρπον,SUBSTANCE:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.820,draft
ομφακοκαρπος,ὀμφακόκαρπος,ομφακοκαρπος,SUBSTANCE:1,false,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.700,draft
ομφαλοκαρπον,ὀμφαλόκαρπον,ομφαλοκαρπον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
ομφαξ,ὄμφαξ,ομφαξ,SUBSTANCE:9,false,,,5,9,9,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.729,draft
ομφαξ μηπω περκαζουσα,ὄμφαξ μήπω περκαζοῦσα,ομφαξ μηπω περκαζουσα,SUBSTANCE:1,true,ομφαξ,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
ομφαξ σταφυλη,ὄμφαξ σταφυλή,ομφαξ σταφυλη,SUBSTANCE:1,true,σταφυλη,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.750,draft
ομφατιτης λιθος,ὀμφατίτης λίθος,ομφατιτης λιθος,SUBSTANCE:1,true,λιθος,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.800,draft
ομφοκινον,ὀμφοκῖνον,ομφοκινον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.740,draft
οναγρα,ὀνάγρα,οναγρα,SUBSTANCE:2,false,,,2,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.940,draft
οναγρος,ὄναγρος,οναγρος,SUBSTANCE:2,false,,,2,2,2,GAL_SMT;ORIB_CM,Galen;Oribasius,entries_full_v3,0.800,draft
ονειον γαλα,ὄνειον γάλα,ονειον γαλα,SUBSTANCE:2,true,γαλα,,2,2,2,AET_LM;GAL_SMT,Aetius;Galen,entries_full_v3,0.875,draft
ονειος,ὄνειος,ονειος,SUBSTANCE:3,true,γαλα,,3,3,3,AET_LM;DIOSC_DMM;PAUL_AEG,Aetius;Dioscorides;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.703,draft
ονισκος,ὀνίσκος,ονισκος,SUBSTANCE:3,false,,,2,3,3,AET_LM;GAL_SMT,Aetius;Galen,entries_full_v3,0.803,draft
ονισκος θαλαττιος,ὀνίσκος θαλάττιος,ονισκος θαλαττιος,SUBSTANCE:1,true,ονισκος,,1,1,1,AET_LM,Aetius,entries_full_v3,0.800,draft
ονιτις,ὀνίτις,ονιτις,SUBSTANCE:2,false,,,2,2,2,DIOSC_DMM;GAL_SMT,Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.840,draft
ονοβρυχις,ὀνοβρυχίς,ονοβρυχις,SUBSTANCE:3,false,,,3,3,3,GAL_SMT;ORIB_CM;PAUL_AEG,Galen;Oribasius;Paul,entries_full_v3;paul_full_v3,0.943,draft
ονοθηρα,ὀνοθήρα,ονοθηρα,SUBSTANCE:4,false,,,4,4,4,DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.800,draft
ονοθουρις,ὀνοθουρίς,ονοθουρις,SUBSTANCE:3,false,,,3,3,3,GAL_SMT;ORIB_CM;PAUL_AEG,Galen;Oribasius;Paul,entries_full_v3;paul_full_v3,0.717,draft
