term_key,form_display,form_normalized,count,entry_count,text_sources,author_groups
μορεας βλαστους,μορέας βλαστοὺς,μορεας βλαστους,1,1,GAL_SMT,Galen
μορεας καρπος,Μορέας καρπὸς,μορεας καρπος,1,1,ORIB_CM,Oribasius
μορεας καρπος,μορέας καρπὸς,μορεας καρπος,1,1,GAL_SMT,Galen
μορεας ο καρπος,Μορέας ὁ καρπὸς,μορεας ο καρπος,1,1,PAUL_AEG,Paul
μορεας ριζης,μορέας ῥίζης,μορεας ριζης,1,1,GAL_SMT,Galen
μορεας φλοιω της ριζης,μορέας φλοιῷ τῆς ῥίζης,μορεας φλοιω της ριζης,1,1,GAL_SMT,Galen
μορεας φυλλα,μορέας φύλλα,μορεας φυλλα,1,1,GAL_SMT,Galen
μορια της τεφρας,μόρια τῆς τέφρας,μορια της τεφρας,1,1,ORIB_CM,Oribasius
μορον,μόρον,μορον,7,7,AET_LM;GAL_ALIM;GAL_SMT,Aetius;Galen
μορον,μῶρον,μωρον,1,1,GAL_ALIM,Galen
μορον αωρον,μόρον ἄωρον,μορον αωρον,1,1,GAL_SMT,Galen
μοροξος,μόροξος,μοροξος,2,2,AET_LM;GAL_SMT,Aetius;Galen
μορος,μόρος,μορος,1,1,ORIB_CM,Oribasius
μοσχειον στεαρ,μόσχειον στέαρ,μοσχειον στεαρ,1,1,ORIB_CM,Oribasius
μοσχειον στεαρ,μόσχειον στέαρ,μοσχειον στεαρ,1,1,GAL_SMT,Galen
μοσχειος,μόσχειος,μοσχειος,2,2,DIOSC_DMM;GAL_SMT,Dioscorides;Galen
μοσχειος μυελος,μοσχεῖος μυελός,μοσχειος μυελος,1,1,GAL_SMT,Galen
μοσχος,μόσχος,μοσχος,4,4,AET_LM;DIOSC_DMM,Aetius;Dioscorides
μοσχου,μόσχου,μοσχου,1,1,DIOSC_DMM,Dioscorides
μοτα,μότα,μοτα,1,1,DIOSC_DMM,Dioscorides
μυαγρον,μύαγρον,μυαγρον,2,2,DIOSC_DMM;ORIB_CM,Dioscorides;Oribasius
μυαγρος,μυάγρος,μυαγρος,1,1,GAL_SMT,Galen
μυαγρου σπερμα,μυάγρου σπέρμα,μυαγρου σπερμα,1,1,GAL_SMT,Galen
μυαγρου το σπερμα,Μυάγρου τὸ σπέρμα,μυαγρου το σπερμα,1,1,PAUL_AEG,Paul
μυακανθος,μυάκανθος,μυακανθος,2,2,DIOSC_DMM,Dioscorides
μυαξ,μύαξ,μυαξ,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul
μυαξ ποντικος,μύαξ Ποντικός,μυαξ ποντικος,1,1,DIOSC_DMM,Dioscorides
μυαρον,μύαρον,μυαρον,1,1,PAUL_AEG,Paul
μυγαλη,μυγάλη,μυγαλη,3,3,DIOSC_DMM;GAL_SMT,Dioscorides;Galen
μυελος,μυελός,μυελος,10,10,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
μυελος αιγειος,μυελός αἴγειος,μυελος αιγειος,1,1,DIOSC_DMM,Dioscorides
μυελος ελαφειος,μυελός ἐλάφειος,μυελος ελαφειος,1,1,DIOSC_DMM,Dioscorides
μυελος ελαφος,μυελὸς ἔλαφος,μυελος ελαφος,1,1,AET_LM,Aetius
μυελος ελαφου,μυελὸς ἐλάφου,μυελος ελαφου,1,1,PAUL_AEG,Paul
μυελος μοσχειος,μυελός μόσχειος,μυελος μοσχειος,1,1,DIOSC_DMM,Dioscorides
μυελος μοσχος,μυελὸς μόσχος,μυελος μοσχος,1,1,AET_LM,Aetius
μυελος μοσχου,μυελὸς μόσχου,μυελος μοσχου,1,1,PAUL_AEG,Paul
μυελος νωτιαιος,μυελὸς νωτιαῖος,μυελος νωτιαιος,2,2,GAL_SMT;ORIB_CM,Galen;Oribasius
μυελος οστεων,μυελὸς ὀστέων,μυελος οστεων,1,1,ORIB_CM,Oribasius
μυελος προβατειος,μυελός προβάτειος,μυελος προβατειος,1,1,DIOSC_DMM,Dioscorides
μυελος ταυρειος,μυελός ταύρειος,μυελος ταυρειος,1,1,DIOSC_DMM,Dioscorides
μυελος ταυρος και τραγος,μυελὸς ταῦρος καὶ τράγος,μυελος ταυρος και τραγος,1,1,AET_LM,Aetius
μυελος ταυρου και τραγου,μυελὸς ταύρου καὶ τράγου,μυελος ταυρου και τραγου,1,1,PAUL_AEG,Paul
μυκης,μύκης,μυκης,18,18,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
μυκης,μύκης,μυκης,1,1,PAUL_AEG,Paul
μυκης εδωδιμος,μύκης ἐδώδιμος,μυκης εδωδιμος,1,1,DIOSC_DMM,Dioscorides
μυκων,μύκων,μυκων,1,1,DIOSC_DMM,Dioscorides
μυκων μελαινα,μύκων μέλαινα,μυκων μελαινα,1,1,DIOSC_DMM,Dioscorides
μυλη,μύλη,μυλη,2,2,GAL_SMT;ORIB_CM,Galen;Oribasius
μυλην,μύλην,μυλην,1,1,AET_LM,Aetius
μυλης ριζα,Μύλης ῥίζα,μυλης ριζα,1,1,ORIB_CM,Oribasius
μυλης ριζα,μύλης ῥίζα,μυλης ριζα,1,1,GAL_SMT,Galen
μυλιτης,μυλιτης,μυλιτης,1,1,PAUL_AEG,Paul
μυλλος,μύλλος,μυλλος,1,1,GAL_ALIM,Galen
μυξα,μύξα,μυξα,1,1,GAL_SMT,Galen
μυξα,μύξα,μυξα,1,1,PAUL_AEG,Paul
μυξα δενδρου,μύξα δένδρου,μυξα δενδρου,1,1,PAUL_AEG,Paul
μυξα κοχλιου,μύξα κοχλίου,μυξα κοχλιου,1,1,GAL_SMT,Galen
μυξαν κοχλιου,μύξαν κοχλίου,μυξαν κοχλιου,1,1,AET_LM,Aetius
μυογαλη,μυογαλῆ,μυογαλη,1,1,DIOSC_DMM,Dioscorides
μυοκτονον,μυοκτόνον,μυοκτονον,1,1,DIOSC_DMM,Dioscorides
μυος ωτα,Μυὸς ὦτα,μυος ωτα,2,2,ORIB_CM;PAUL_AEG,Oribasius;Paul
μυος ωτα,μυὸς ὦτα,μυος ωτα,6,6,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
μυος ωτις,μυὸς ὠτίς,μυος ωτις,1,1,DIOSC_DMM,Dioscorides
μυοσωτις,μυοσωτίς,μυοσωτις,1,1,AET_LM,Aetius
μυρικη,μυρίκη,μυρικη,10,10,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius
μυρικη,μυρίκη,μυρικη,2,2,ORIB_CM;PAUL_AEG,Oribasius;Paul
μυρικη αγρια,μυρίκη ἀγρία,μυρικη αγρια,1,1,DIOSC_DMM,Dioscorides
μυρικη ημερος,μυρίκη ἥμερος,μυρικη ημερος,1,1,DIOSC_DMM,Dioscorides
μυρικης καρπου,μυρίκης καρποῦ,μυρικης καρπου,1,1,DIOSC_DMM,Dioscorides
μυρικης καρπου,μυρίκης καρποῦ,μυρικης καρπου,1,1,AET_LM,Aetius
μυρικης καρπω,μυρίκης καρπῷ,μυρικης καρπω,1,1,DIOSC_DMM,Dioscorides
μυριοφυλλον,Μυριόφυλλον,μυριοφυλλον,1,1,ORIB_CM,Oribasius
μυριοφυλλον,μυριόφυλλον,μυριοφυλλον,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul
μυριοφυλλον,μυριόφυλλον,μυριοφυλλον,1,1,GAL_SMT,Galen
μυροβαλανινον ελαιον,μυροβαλάνινον ἔλαιον,μυροβαλανινον ελαιον,1,1,AET_LM,Aetius
μυροβαλανον,μυροβάλανον,μυροβαλανον,1,1,AET_LM,Aetius
μυροβαλανον,μυροβαλάνον,μυροβαλανον,1,1,AET_LM,Aetius
μυροβαλανος,μυροβάλανος,μυροβαλανος,1,1,DIOSC_DMM,Dioscorides
μυροβαλανος,μυροβάλανος,μυροβαλανος,1,1,AET_LM,Aetius
μυρον,μύρον,μυρον,7,7,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen
μυρρα,μύρρα,μυρρα,2,2,DIOSC_DMM;GAL_SMT,Dioscorides;Galen
μυρρα,μύρρα,μυρρα,1,1,PAUL_AEG,Paul
μυρρινη,μυρρίνη,μυρρινη,5,5,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
μυρρις,μυρρίς,μυρρις,2,2,DIOSC_DMM;ORIB_CM,Dioscorides;Oribasius
μυρρις,μυρρίς,μυρρις,1,1,PAUL_AEG,Paul
μυρρις,μύρρις,μυρρις,1,1,GAL_SMT,Galen
μυρσινη,μυρσίνη,μυρσινη,18,18,AET_LM;DIOSC_DMM,Aetius;Dioscorides
μυρσινη,μύρσινη,μυρσινη,2,2,AET_LM,Aetius
μυρσινη αγρια,μυρσίνη ἀγρία,μυρσινη αγρια,2,2,DIOSC_DMM,Dioscorides
μυρσινη ημερος,μυρσίνη ἥμερος,μυρσινη ημερος,1,1,DIOSC_DMM,Dioscorides
μυρσινη λευκη,μυρσίνη λευκή,μυρσινη λευκη,1,1,DIOSC_DMM,Dioscorides
μυρσινη μελαινα,μυρσίνη μέλαινα,μυρσινη μελαινα,2,2,DIOSC_DMM,Dioscorides
μυρσινη ορεινη,μυρσίνη ὀρεινή,μυρσινη ορεινη,1,1,DIOSC_DMM,Dioscorides
μυρσινης κλαδον,μυρσίνης κλάδον,μυρσινης κλαδον,1,1,DIOSC_DMM,Dioscorides
μυρσινης πεταλων,μυρσίνης πετάλων,μυρσινης πεταλων,1,1,DIOSC_DMM,Dioscorides
μυρσινης τα φυλλα,μυρσίνης τὰ φύλλα,μυρσινης τα φυλλα,1,1,DIOSC_DMM,Dioscorides
μυρσινης φυλλων,μυρσίνης φύλλων,μυρσινης φυλλων,1,1,AET_LM,Aetius
μυρσινινον,μυρσινῖνον,μυρσινινον,1,1,DIOSC_DMM,Dioscorides
μυρσινινον ελαιον,μυρσινῖνον ἔλαιον,μυρσινινον ελαιον,1,1,DIOSC_DMM,Dioscorides
μυρσινιτης,μυρσινίτης,μυρσινιτης,3,3,DIOSC_DMM;GAL_SMT;ORIB_CM,Dioscorides;Galen;Oribasius
μυρσινιτης,μυρσινίτης,μυρσινιτης,1,1,PAUL_AEG,Paul
μυρσινοειδες,μυρσινοειδές,μυρσινοειδες,1,1,GAL_SMT,Galen
μυρσινοειδης,μυρσινοειδής,μυρσινοειδης,1,1,DIOSC_DMM,Dioscorides
μυρσινοειδης,μυρσινοειδής,μυρσινοειδης,1,1,PAUL_AEG,Paul
μυρσινον,μύρσινον,μυρσινον,1,1,GAL_SMT,Galen
μυρσινον,μύρσινον,μυρσινον,1,1,ORIB_CM,Oribasius
μυρσινον ελαιον,μύρσινον ἔλαιον,μυρσινον ελαιον,1,1,AET_LM,Aetius
μυρσινος,μύρσινος,μυρσινος,1,1,GAL_SMT,Galen
μυρσινος ελαιον,μυρσῖνος ἔλαιον,μυρσινος ελαιον,1,1,AET_LM,Aetius
μυρτακανθος,μυρτάκανθος,μυρτακανθος,1,1,DIOSC_DMM,Dioscorides
μυρτας,μυρτάς,μυρτας,1,1,GAL_SMT,Galen
μυρτιδανον,μυρτίδανον,μυρτιδανον,1,1,DIOSC_DMM,Dioscorides
μυρτις,μυρτίς,μυρτις,2,2,ORIB_CM;PAUL_AEG,Oribasius;Paul
μυρτον,μύρτον,μυρτον,1,1,GAL_SMT,Galen
μυρτοπεταλον,μυρτοπέταλον,μυρτοπεταλον,1,1,DIOSC_DMM,Dioscorides
μυρτος,μύρτος,μυρτος,12,12,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul
μυρτος,μύρτος,μυρτος,1,1,GAL_SMT,Galen
μυρτος μελαινα,μύρτος μέλαινα,μυρτος μελαινα,1,1,DIOSC_DMM,Dioscorides
μυς,μῦς,μυς,5,5,DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Dioscorides;Galen;Oribasius;Paul
μυς κατοικιδιος,μῦς κατοικίδιος,μυς κατοικιδιος,1,1,DIOSC_DMM,Dioscorides
μυς ους,μῦς οὖς,μυς ους,1,1,GAL_SMT,Galen
μυς ωτις,μῦς ὠτίς,μυς ωτις,1,1,GAL_SMT,Galen
μωλυ,μῶλυ,μωλυ,7,7,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
μωριον,μώριον,μωριον,1,1,DIOSC_DMM,Dioscorides
νακαφθον,νάκαφθον,νακαφθον,1,1,PAUL_AEG,Paul
ναξια ακονη,Ναξία ἀκόνη,ναξια ακονη,3,3,AET_LM;GAL_SMT;ORIB_CM,Aetius;Galen;Oribasius
ναοκαφθον,ναόκαφθον,ναοκαφθον,1,1,PAUL_AEG,Paul
ναπος,νᾶπος,ναπος,1,1,AET_LM,Aetius
ναπυ,νάπυ,ναπυ,4,4,AET_LM;DIOSC_DMM;ORIB_CM,Aetius;Dioscorides;Oribasius
ναπυ,νᾶπυ,ναπυ,9,9,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul
ναπυ υγρον,νάπυ ὑγρόν,ναπυ υγρον,1,1,DIOSC_DMM,Dioscorides
ναπυς,νάπυς,ναπυς,5,5,AET_LM;GAL_ALIM;GAL_SMT,Aetius;Galen
ναρδος,Νάρδος,ναρδος,1,1,ORIB_CM,Oribasius
ναρδος,νάρδος,ναρδος,38,38,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius
ναρδος,νάρδος,ναρδος,6,6,GAL_SMT;ORIB_CM;PAUL_AEG,Galen;Oribasius;Paul
ναρδος αγρια,νάρδος ἀγρία,ναρδος αγρια,2,2,DIOSC_DMM,Dioscorides
ναρδος γαγγιτις,νάρδος Γαγγῖτις,ναρδος γαγγιτις,1,1,DIOSC_DMM,Dioscorides
ναρδος ινδικη,νάρδος Ἰνδική,ναρδος ινδικη,2,2,DIOSC_DMM,Dioscorides
ναρδος κελτικη,νάρδος Κελτική,ναρδος κελτικη,7,7,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen
ναρδος κελτικη,νάρδος κελτική,ναρδος κελτικη,4,4,AET_LM;ORIB_CM,Aetius;Oribasius
ναρδος κελτικη,νάρδος κελτική,ναρδος κελτικη,1,1,PAUL_AEG,Paul
ναρδος κυζικηνη,νάρδος Κυζικηνή,ναρδος κυζικηνη,1,1,AET_LM,Aetius
ναρδος λιτη,νάρδος λιτή,ναρδος λιτη,1,1,DIOSC_DMM,Dioscorides
ναρδος ορεια,νάρδος ὀρεῖα,ναρδος ορεια,1,1,PAUL_AEG,Paul
ναρδος ορεινη,νάρδος ὀρεινή,ναρδος ορεινη,2,2,DIOSC_DMM;ORIB_CM,Dioscorides;Oribasius
ναρδος ορειος,νάρδος ὄρειος,ναρδος ορειος,1,1,GAL_SMT,Galen
ναρδος σαμφαριτικη,νάρδος Σαμφαριτική,ναρδος σαμφαριτικη,1,1,DIOSC_DMM,Dioscorides
ναρδος σταχυς,νάρδος στάχυς,ναρδος σταχυς,1,1,AET_LM,Aetius
ναρδος συριακη,νάρδος Συριακή,ναρδος συριακη,3,3,DIOSC_DMM,Dioscorides
ναρδοσταχυς,ναρδόσταχυς,ναρδοσταχυς,4,4,AET_LM;DIOSC_DMM,Aetius;Dioscorides
ναρδοσταχυς,ναρδόσταχυς,ναρδοσταχυς,1,1,PAUL_AEG,Paul
ναρδου σταχους,νάρδου στάχους,ναρδου σταχους,1,1,AET_LM,Aetius
ναρδου σταχυ,νάρδου στάχυ,ναρδου σταχυ,1,1,AET_LM,Aetius
ναρδου σταχυι,νάρδου στάχυι,ναρδου σταχυι,1,1,PAUL_AEG,Paul
ναρδου σταχυος,νάρδου στάχυος,ναρδου σταχυος,1,1,DIOSC_DMM,Dioscorides
ναρδου σταχυος,νάρδου στάχυος,ναρδου σταχυος,1,1,AET_LM,Aetius
ναρδου σταχυς,Νάρδου στάχυς,ναρδου σταχυς,1,1,ORIB_CM,Oribasius
ναρδου σταχυς,νάρδου στάχυς,ναρδου σταχυς,1,1,GAL_SMT,Galen
ναρδου σταχυϊ,νάρδου στάχυϊ,ναρδου σταχυι,2,2,GAL_SMT;ORIB_CM,Galen;Oribasius
ναρδου φυλλον,νάρδου φύλλον,ναρδου φυλλον,1,1,AET_LM,Aetius
ναρθηκος,νάρθηκος,ναρθηκος,1,1,DIOSC_DMM,Dioscorides
ναρθηκος,νάρθηκος,ναρθηκος,1,1,PAUL_AEG,Paul
ναρθηκωδες φυτον,ναρθηκῶδες φυτόν,ναρθηκωδες φυτον,1,1,AET_LM,Aetius
ναρθηξ,νάρθηξ,ναρθηξ,13,13,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
ναρθηξ χλωρος,νάρθηξ χλωρός,ναρθηξ χλωρος,1,1,DIOSC_DMM,Dioscorides
ναρκαφθον,νάρκαφθον,ναρκαφθον,1,1,DIOSC_DMM,Dioscorides
ναρκη,νάρκη,ναρκη,5,5,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen
ναρκη,νάρκη,ναρκη,1,1,PAUL_AEG,Paul
ναρκη θαλασσια,νάρκη θαλασσία,ναρκη θαλασσια,1,1,DIOSC_DMM,Dioscorides
ναρκη θαλασσια,νάρκη θαλασσία,ναρκη θαλασσια,1,1,PAUL_AEG,Paul
ναρκισσος,Νάρκισσος,ναρκισσος,2,2,ORIB_CM;PAUL_AEG,Oribasius;Paul
ναρκισσος,νάρκισσος,ναρκισσος,6,6,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen
ναρκισσου ανθος,ναρκίσσου ἄνθος,ναρκισσου ανθος,1,1,DIOSC_DMM,Dioscorides
ναρκισσου η ριζα,Ναρκίσσου ἡ ῥίζα,ναρκισσου η ριζα,1,1,PAUL_AEG,Paul
ναρκισσου ριζα,Ναρκίσσου ῥίζα,ναρκισσου ριζα,1,1,ORIB_CM,Oribasius
ναρκισσου ριζα,ναρκίσσου ῥίζα,ναρκισσου ριζα,1,1,GAL_SMT,Galen
νασκαφθον,νάσκαφθον,νασκαφθον,1,1,DIOSC_DMM,Dioscorides
ναστος,ναστός,ναστος,1,1,DIOSC_DMM,Dioscorides
ναυτιλος ηλος,ναύτιλος ἧλος,ναυτιλος ηλος,1,1,DIOSC_DMM,Dioscorides
ναφθα,νάφθα,ναφθα,1,1,DIOSC_DMM,Dioscorides
νεα κριθη,νέα κριθή,νεα κριθη,1,1,GAL_ALIM,Galen
νεαλες,νεαλές,νεαλες,1,1,GAL_ALIM,Galen
νεαρος ιχθυς,νεαρός ἰχθύς,νεαρος ιχθυς,1,1,DIOSC_DMM,Dioscorides
νεαρος ιχθυς,νεαρὸς ἰχθύς,νεαρος ιχθυς,1,1,PAUL_AEG,Paul
νεκταριον,νεκτάριον,νεκταριον,2,2,DIOSC_DMM,Dioscorides
νεον ελαιον,νέον ἔλαιον,νεον ελαιον,1,1,DIOSC_DMM,Dioscorides
νεος τυρος,νέος τυρός,νεος τυρος,1,1,AET_LM,Aetius
νεοσσος,νεοσσός,νεοσσος,1,1,DIOSC_DMM,Dioscorides
νεοττος,νεοττός,νεοττος,1,1,DIOSC_DMM,Dioscorides
νεπετα,νεπέτα,νεπετα,1,1,DIOSC_DMM,Dioscorides
νευρα,νευρά,νευρα,1,1,ORIB_CM,Oribasius
νευραδα,νευράδα,νευραδα,1,1,DIOSC_DMM,Dioscorides
νευρας,νευράς,νευρας,2,2,GAL_SMT;PAUL_AEG,Galen;Paul
νευροειδες,νευροειδές,νευροειδες,1,1,DIOSC_DMM,Dioscorides
νεφρους,νεφροὺς,νεφρους,1,1,DIOSC_DMM,Dioscorides
νηρειαδιον,νηρειάδιον,νηρειαδιον,1,1,DIOSC_DMM,Dioscorides
νηρειον,νήρειον,νηρειον,1,1,DIOSC_DMM,Dioscorides
νηριον,νήριον,νηριον,6,6,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
νησσα,νῆσσα,νησσα,1,1,AET_LM,Aetius
νηττης αιμα,νήττης αἷμα,νηττης αιμα,1,1,PAUL_AEG,Paul
νιτρον,νίτρον,νιτρον,47,47,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul
νιτρον ακαυστον,νίτρον ἄκαυστον,νιτρον ακαυστον,1,1,GAL_SMT,Galen
νιτρον κεκαυμενον,νίτρον κεκαυμένον,νιτρον κεκαυμενον,1,1,GAL_SMT,Galen
νιτρου αφρος,νίτρου ἀφρὸς,νιτρου αφρος,1,1,GAL_SMT,Galen
νιτρου αφρος,νίτρου ἀφρός,νιτρου αφρος,1,1,AET_LM,Aetius
νιτρωδης,νιτρώδης,νιτρωδης,1,1,PAUL_AEG,Paul
νοσσαξ,νόσσαξ,νοσσαξ,1,1,DIOSC_DMM,Dioscorides
νοσωδες γαλα,νοσῶδες γάλα,νοσωδες γαλα,1,1,GAL_SMT,Galen
νυκτεριδων αιμα,νυκτερίδων αἷμα,νυκτεριδων αιμα,1,1,AET_LM,Aetius
νυμφαια,νυμφαία,νυμφαια,4,4,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius
νυμφαια,νυμφαία,νυμφαια,1,1,PAUL_AEG,Paul
νυμφαια πτερις,νυμφαία πτέρις,νυμφαια πτερις,1,1,DIOSC_DMM,Dioscorides
νυμφαια πτερις,νυμφαία πτερίς,νυμφαια πτερις,1,1,PAUL_AEG,Paul
νυμφαιας ριζα,Νυμφαίας ῥίζα,νυμφαιας ριζα,1,1,ORIB_CM,Oribasius
νυμφαιας το σπερμα,Νυμφαίας τὸ σπέρμα,νυμφαιας το σπερμα,1,1,ORIB_CM,Oribasius
ξανθη χολη,ξανθὴ χολή,ξανθη χολη,2,2,GAL_ALIM;PAUL_AEG,Galen;Paul
ξανθιον,Ξάνθιον,ξανθιον,1,1,ORIB_CM,Oribasius
ξανθιον,ξάνθιον,ξανθιον,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides
ξανθιον,ξανθίον,ξανθιον,1,1,GAL_SMT,Galen
ξανθιον,ξάνθιον,ξανθιον,1,1,PAUL_AEG,Paul
ξανθιου καρπος,Ξανθίου καρπὸς,ξανθιου καρπος,1,1,ORIB_CM,Oribasius
ξανθοκαρυον,ξανθοκάρυον,ξανθοκαρυον,1,1,AET_LM,Aetius
ξανθος,ξανθός,ξανθος,2,2,AET_LM;ORIB_CM,Aetius;Oribasius
ξηρα ναρδος,ξηρὰ νάρδος,ξηρα ναρδος,1,1,DIOSC_DMM,Dioscorides
ξηρα πισσα,ξηρὰ πίσσα,ξηρα πισσα,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides
ξηρα πιττα,ξηρὰ πίττα,ξηρα πιττα,1,1,GAL_SMT,Galen
ξηρα πιτυινη,ξηρὰ πιτυίνη,ξηρα πιτυινη,1,1,AET_LM,Aetius
ξηρα φυλλα του βηχιου,ξηρὰ φύλλα τοῦ βηχίου,ξηρα φυλλα του βηχιου,1,1,GAL_SMT,Galen
ξηροκαρυοφυλλον,ξηροκαρυόφυλλον,ξηροκαρυοφυλλον,1,1,AET_LM,Aetius
ξηρον συκον,ξηρὸν σῦκον,ξηρον συκον,3,3,AET_LM;GAL_SMT;PAUL_AEG,Aetius;Galen;Paul
ξιρις,ξιρίς,ξιρις,3,3,DIOSC_DMM;ORIB_CM;PAUL_AEG,Dioscorides;Oribasius;Paul
ξιφιον,ξίφιον,ξιφιον,3,3,AET_LM;GAL_SMT;PAUL_AEG,Aetius;Galen;Paul
ξιφιον,ξιφίον,ξιφιον,4,4,DIOSC_DMM;ORIB_CM,Dioscorides;Oribasius
ξιφιου η ριζα,Ξιφίου ἡ ῥίζα,ξιφιου η ριζα,1,1,PAUL_AEG,Paul
ξιφιου η ριζα,ξιφίου ἡ ῥίζα,ξιφιου η ριζα,2,2,AET_LM;GAL_SMT,Aetius;Galen
ξιφιου ριζα,Ξιφίου ῥίζα,ξιφιου ριζα,1,1,ORIB_CM,Oribasius
ξλοιος,ξλοιὸς,ξλοιος,1,1,DIOSC_DMM,Dioscorides
ξυλαλοη,ξυλάλοη,ξυλαλοη,1,1,AET_LM,Aetius
ξυλαρια ασπαλαθου,ξυλάρια ἀσπαλάθου,ξυλαρια ασπαλαθου,1,1,AET_LM,Aetius
ξυλοβαλσαμον,ξυλοβάλσαμον,ξυλοβαλσαμον,11,11,AET_LM;DIOSC_DMM,Aetius;Dioscorides
ξυλοβαλσαμον,ξυλοβάλσαμον,ξυλοβαλσαμον,1,1,DIOSC_DMM,Dioscorides
ξυλοκαρυοφυλλον,ξυλοκαρυόφυλλον,ξυλοκαρυοφυλλον,1,1,AET_LM,Aetius
ξυλοκασια,ξυλοκασία,ξυλοκασια,3,3,AET_LM,Aetius
ξυλοκιναμωμον,ξυλοκινάμωμον,ξυλοκιναμωμον,1,1,DIOSC_DMM,Dioscorides
ξυλοκολλα,ξυλοκόλλα,ξυλοκολλα,1,1,PAUL_AEG,Paul
ξυλοκολλα,ξυλόκολλα,ξυλοκολλα,1,1,DIOSC_DMM,Dioscorides
ξυλολωτον,ξυλόλωτον,ξυλολωτον,1,1,DIOSC_DMM,Dioscorides
ξυλον,ξύλον,ξυλον,21,21,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
ξυλον,ξύλον,ξυλον,5,5,AET_LM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Galen;Oribasius;Paul
ξυλον αραβικον,ξύλον ἀραβικόν,ξυλον αραβικον,1,1,PAUL_AEG,Paul
ξυλον δρυϊνον,ξύλον δρυΐνον,ξυλον δρυινον,1,1,GAL_SMT,Galen
ξυλοπεταλον,ξυλοπέταλον,ξυλοπεταλον,1,1,DIOSC_DMM,Dioscorides
ξυλου,ξύλου,ξυλου,2,2,DIOSC_DMM,Dioscorides
ξυλου,ξύλου,ξυλου,1,1,PAUL_AEG,Paul
ξυλωδες κιναμωμον,ξυλῶδες κινάμωμον,ξυλωδες κιναμωμον,1,1,DIOSC_DMM,Dioscorides
ξυλων,ξύλων,ξυλων,3,3,DIOSC_DMM,Dioscorides
ξυλων αυτου,ξύλων αὐτοῦ,ξυλων αυτου,1,1,AET_LM,Aetius
ξυρις,ξυρίς,ξυρις,3,3,DIOSC_DMM;GAL_SMT;PAUL_AEG,Dioscorides;Galen;Paul
ξυσμα,ξύσμα,ξυσμα,2,2,DIOSC_DMM,Dioscorides
ο δε καρπος,ὁ δὲ καρπὸς,ο δε καρπος,1,1,GAL_SMT,Galen
ο δε της ραχεως,ὁ δὲ τῆς ῥάχεως,ο δε της ραχεως,1,1,PAUL_AEG,Paul
ο δε φλοιος,ὁ δὲ φλοιὸς,ο δε φλοιος,1,1,PAUL_AEG,Paul
ο δε φλοιος της ριζης,ὁ δὲ φλοιὸς τῆς ῥίζης,ο δε φλοιος της ριζης,1,1,DIOSC_DMM,Dioscorides
ο δε φλοιος της ριζης,ὁ δὲ φλοιὸς τῆς ῥίζης,ο δε φλοιος της ριζης,1,1,GAL_SMT,Galen
